animal_id,animal_type,breed_group,primary_breed,tag_no,tag_type,tag_subtype,price,tag_date,tag_exp,tag_stat
A560120,DOG,TERRIER,JACK RUSS TER,L16-009988,LIC ALTERED,MAIL,9.0,2016-02-23 00:00:00,2017-02-13 00:00:00,RENEWED
A570243,DOG,MASTIFF,PIT BULL,,,,,,,
A625547,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-027013,LIC ALTERED,VET,10.0,2017-09-20 00:00:00,2018-06-30 00:00:00,CURRENT
A585015,DOG,SHEPHERD,GERM SHEPHERD,985112006820304,MICROCHIP,HLP IMPORT,0.0,2016-03-09 00:00:00,,CURRENT
A550840,DOG,TOY,SHIH TZU,L15-000113,LIC ALTERED,COUNTER,9.0,2015-01-22 00:00:00,2016-01-22 00:00:00,RENEWED
A623548,DOG,SETTER/RETRIEVE,LABRADOR RETR,L17-028469,LIC 3Y,HLP SCAN,27.0,2017-08-14 00:00:00,2020-07-01 00:00:00,CURRENT
A598175,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A585707,DOG,SETTER/RETRIEVE,GOLDEN RETR,042560547,MICROCHIP,HLP WEB,0.0,2016-03-21 00:00:00,,CURRENT
A568994,DOG,TERRIER,SCHNAUZER MIN,L16-038807,LIC SR,HLP WEB,5.5,2016-05-03 00:00:00,2017-04-06 00:00:00,TEMPORARY
A606322,DOG,MASTIFF,PIT BULL,,,,,,,
A576048,CAT,SHORTHAIR,DOMESTIC SH,,,,,,,
A589841,DOG,MASTIFF,PIT BULL,,,,,,,
A553028,CAT,SHORTHAIR,DOMESTIC SH,L15-000611,LIC 3Y,MAIL,24.0,2015-02-18 00:00:00,2018-01-13 00:00:00,CURRENT
A624668,DOG,TOY,POMERANIAN,L17-047702,LIC ALTERED,ADOPT,10.0,2017-09-10 00:00:00,2018-09-07 00:00:00,CURRENT
A570551,DOG,HOUND,HOUND,U15-003836,RABIES CERT,HLP IMPORT,,2015-09-09 00:00:00,2018-08-19 00:00:00,CURRENT
A574809,DOG,TOY,CHIHUAHUA LH,985112006516755,MICROCHIP ADO,HOME AGAIN,25.0,2015-12-09 00:00:00,2016-12-09 00:00:00,CURRENT
