Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,01/04/2020,CDC 50005325651 01/2021,149.05,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368798 01/2021,188.25,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368751  01/2021,548.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368742 01/2021,646.76,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368760 01/2021,795.73,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50005331156  01/2021,866.37,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368789 01/2021,1224.99,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50005323051 01/2021,2241.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50002987959 01/2021,247.05,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50005333756  01/2021,1497.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368742 01/2021,204.24,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 500055322753 01/2021,268.7,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/04/2020,CDC 50006368789 01/2021,345.51,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,02/04/2020,PCARD-2021/01,42.9,POST OFFICE LTD,S0453,Biodiversity,Postage,Y,,,
Yorkshire Dales National Park Authority,02/04/2020,PCARD-2021/01,-11.04,TICKETS,,Training,Training,Y,,,
Yorkshire Dales National Park Authority,03/04/2020,PCARD-2021/01,2.0,UPS LTD,,National Trails,Delivery Charges,Y,,,
Yorkshire Dales National Park Authority,03/04/2020,PCARD-2021/01,150.12,DIGITAL OCEAN,,Web Based Services,IT - Licences,Y,,,
Yorkshire Dales National Park Authority,03/04/2020,PCARD-2021/01,168.28,AMAZON.CO.UK,S1426,Web Based Services,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,03/04/2020,PCARD-2021/01,842.46,ARTICULATE GLOBAL INC,,IT Development,IT-Software Subscriptions,Y,,,
Yorkshire Dales National Park Authority,03/04/2020,PCARD-2021/01,252.92,ANGLIAN LEPIDOPTERIST SUPPLIES,S3938,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,07/04/2020,PCARD-2021/01,101.5,JUST GLOVES,,Health & Safety,Health & Safety Equipment,Y,,,
Yorkshire Dales National Park Authority,08/04/2020,PCARD-2021/01,10.49,UPS LTD,,National Trails,Delivery Charges,Y,,,
Yorkshire Dales National Park Authority,09/04/2020,PCARD-2021/01,299.99,123 REG LTD,,IT Development,IT- Software/Licence Purchases,Y,,,
Yorkshire Dales National Park Authority,09/04/2020,PCARD-2021/01,39.95,BMC,,Training,Training,Y,,,
Yorkshire Dales National Park Authority,10/04/2020,PCARD-2021/01,18.57,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,10/04/2020,PCARD-2021/01,34.54,AMAZON.CO.UK,S1426,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,13/04/2020,PCARD-2021/01,65.75,SHOPIFY,S4518,Retail Services O/H,Bank Charges,Y,,,
Yorkshire Dales National Park Authority,14/04/2020,Jan 19 TRANSACTIONS Vatable,75.0,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,14/04/2020,Jan 19 TRANSACTIONS Exempt,144.58,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142157,264.0,ASKHAM BRYAN COLLEGE,S0293,WMD 3.2 Skills for the future,Accomodation - Staff,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142013,100.0,BEAU BUSINESS MEDIA LIMITED,S5245,Dales Countryside Museum,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142013,200.0,BEAU BUSINESS MEDIA LIMITED,S5245,Dales Countryside Museum,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142182,349.0,TMP (UK) LTD,S5155,Definitive Map,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142128,109.64,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142152,121.0,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142136,144.76,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142009,151.96,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142043,187.0,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142008,284.2,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI141915,215.44,TMP (UK) LTD,S5155,Ranger Services,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI141813,234.58,TMP (UK) LTD,S5155,Ranger Services,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI141807,316.6,TMP (UK) LTD,S5155,Ranger Services,Advertising,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142129,86.0,THOMSON REUTERS,S3574,Development Management,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142159,1540.07,THOMSON REUTERS,S3574,Legal Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142159,4369.93,THOMSON REUTERS,S3574,Legal Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142143,61.2,HAWES NEWSAGENTS,S5289,Support Services,Books and Publications,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142088,26.4,DALES DAIRIES,S4895,Dales Countryside Museum,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142089,84.1,DALES DAIRIES,S4895,Support Services,Catering (Internal),,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142056,3126.0,KINGDOM SERVICES GROUP LTD,S4939,NPC General,Cleaning,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142042,179.48,KINGDOM SERVICES GROUP LTD,S4939,Toilets - Cleaning,Cleaning,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142056,2333.16,KINGDOM SERVICES GROUP LTD,S4939,Toilets - Cleaning,Cleaning,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142131,8.99,THE OUTDOORS COMPANY,S2561,National Trails,Clothing,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142131,20.6,THE OUTDOORS COMPANY,S2561,National Trails,Clothing,,,,
Yorkshire Dales National Park Authority,15/04/2020,PI142131,91.07,THE OUTDOORS COMPANY,S2561,National Trails,Clothing,,,,
