Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Procurement Card?,Registration Number,Time Period for Grant,Purpose of Grant
Yorkshire Dales National Park Authority,17/09/2020,PCARD-2021/09,-81.66,AMAZON.CO.UK,S1426,Support Services,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,16/11/2020,PI144288,300.0,AJS DALES SCAFFOLDING,S5702,Southern Dales (Craven  Lancs),Contractors (Construction),,,,
Yorkshire Dales National Park Authority,18/11/2020,PCARD-2021/09,39.99,AMAZON.CO.UK,S1426,WMD 3.2 Skills for the future,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,27/11/2020,PCARD-2021/09,38.53,IRONMONGERY DIRECT,,Maintenance Offices,Contractors (Construction),Y,,,
Yorkshire Dales National Park Authority,30/11/2020,PCARD-2021/09,137.72,DIGITAL OCEAN,,Web Based Services,IT - Licences,Y,,,
Yorkshire Dales National Park Authority,01/12/2020,CARPARK CHGS - 01/12/20,79.66,SIX PAYMENT SERVICES LTD,S4524,Car Parks,Bank Charges,,,,
Yorkshire Dales National Park Authority,01/12/2020,PCARD-2021/09,11.49,GLOBE PACKAGING,,National Trails,Consumables,Y,,,
Yorkshire Dales National Park Authority,01/12/2020,PCARD-2021/09,2.32,MAILGUN TECHNOLOGIES,,Web Based Services,IT-Websites,Y,,,
Yorkshire Dales National Park Authority,01/12/2020,PCARD-2021/09,84.72,AMAZON.CO.UK,S1426,Ranger Services,Materials,Y,,,
Yorkshire Dales National Park Authority,01/12/2020,PCARD-2021/09,124.95,AMAZON.CO.UK,S1426,Ranger Services,Materials,Y,,,
Yorkshire Dales National Park Authority,01/12/2020,PCARD-2021/09,6.0,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50005325651 09/2021,147.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368798 09/2021,187.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368742 09/2021,203.52,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50002987959 09/2021,247.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 500055322753 09/2021,264.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368789 09/2021,345.84,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368751  09/2021,549.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368742 09/2021,644.48,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368760 09/2021,792.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50005331156  09/2021,868.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50006368789 09/2021,1226.16,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50005333756  09/2021,1497.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,CDC 50005323051 09/2021,2246.0,CRAVEN DISTRICT COUNCIL - RATES DD,S3485,Car Parks,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,RDC N051177005  09/2021,158.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Toilets,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,RDC N04569000 09/2021,299.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Contracts - Access Rangers,Rates,,,,
Yorkshire Dales National Park Authority,01/12/2020,RDC N084911002 09/2021,2717.0,RICHMONDSHIRE DISTRICT COUNCIL - RATES DD,S3484,Office Accomodation,Rates,,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,141.0,SNICKERS DIRECT,,Contracts - Area Rangers,Clothing,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,42.54,B&Q PLC,S4553,Maintenance Offices,Contractors (Construction),Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,0.99,123 REG LTD,,IT Development,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,18.12,MICROSOFT,,Development Management,IT-Software Subscriptions,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,27.0,AMAZON.CO.UK,S1426,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,40.66,AMAZON.CO.UK,S1426,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,45.5,CRAFTY CAPERS,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,28.77,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,02/12/2020,PCARD-2021/09,38.1,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,138.9,AMAZON.CO.UK,S1426,Web Based Services,IT- Hardware Purchases,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,13.88,AMAZON.CO.UK,S1426,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,28.7,BOOTHS LTD,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,5.07,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,77.25,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,13.14,SIMON WINSTANLEY LTD,S0123,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,28.68,J T ATKINSON & SONS LTD,S0045,Maintenance Offices,Premises Maintenance,Y,,,
Yorkshire Dales National Park Authority,03/12/2020,PCARD-2021/09,26.0,ZERO WASTE RECYCLING,,Office Accomodation,Waste Collection,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,17.24,LYRECO,S1470,Dales Countryside Museum,Consumables,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,-50.91,ETHICAL SUPERSTORE,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,45.6,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,9.15,TOOLSTATION LIMITED,S5537,Land Holdings,Materials,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,32.04,VISTAPRINT,,ACCESS FOR ALL,Materials,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,5.37,AMAZON.CO.UK,S1426,Contracts - Access Rangers,Mobile Phones,Y,,,
Yorkshire Dales National Park Authority,04/12/2020,PCARD-2021/09,4.17,HALFORDS,,WMD 3.2 Skills for the future,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,07/12/2020,PCARD-2021/09,163.39,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,07/12/2020,PCARD-2021/09,-39.99,AMAZON.CO.UK,S1426,WMD 3.2 Skills for the future,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,08/12/2020,CARPARK CHGS - 08/12/20,63.96,SIX PAYMENT SERVICES LTD,S4524,Car Parks,Bank Charges,,,,
Yorkshire Dales National Park Authority,08/12/2020,PCARD-2021/09,10.5,MY HERMES,,National Trails,Postage,Y,,,
Yorkshire Dales National Park Authority,08/12/2020,PI144691,774.3,FIKKERTS LTD,S3231,Trading Account,Retail Stock Souvenirs,,,,
Yorkshire Dales National Park Authority,08/12/2020,PCARD-2021/09,101.09,YDNPA,S4000,Volunteers,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,09/12/2020,PCARD-2021/09,76.09,SHOPIFY,S4518,Retail Services O/H,Bank Charges,Y,,,
Yorkshire Dales National Park Authority,09/12/2020,PCARD-2021/09,268.8,MICO LIGHTING LTD,S5793,Maintenance Offices,Contractors (Construction),Y,,,
Yorkshire Dales National Park Authority,09/12/2020,PCARD-2021/09,125.0,TOURISM NET,,Dales Countryside Museum,Membership Subscriptions,Y,,,
Yorkshire Dales National Park Authority,10/12/2020,Nov 20 TRANSACTIONS Exempt,56.55,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,10/12/2020,Nov 20 TRANSACTIONS Vatable,100.0,BARCLAYS BANK PLC - DD,S3006,Retail Services O/H,Bank Charges,,,,
Yorkshire Dales National Park Authority,10/12/2020,PCARD-2021/09,66.0,SNICKERS DIRECT,,Contracts - Area Rangers,Clothing,Y,,,
Yorkshire Dales National Park Authority,10/12/2020,PCARD-2021/09,20.0,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,10/12/2020,PI144551,324.8,BRITISH TELECOM PLC - DD,S0023,IT Development,Telephone,,,,
Yorkshire Dales National Park Authority,11/12/2020,PCARD-2021/09,74.99,3 PEAKS CYCLES,S2415,Pennine Bridleway,Clothing,Y,,,
Yorkshire Dales National Park Authority,11/12/2020,PCARD-2021/09,2.67,BOOTHS LTD,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,11/12/2020,PCARD-2021/09,5.0,SAINSBURY'S,,Outreach,Materials,Y,,,
Yorkshire Dales National Park Authority,11/12/2020,PCARD-2021/09,4.99,MY HERMES,,National Trails,Postage,Y,,,
Yorkshire Dales National Park Authority,11/12/2020,PCARD-2021/09,3.7,POST OFFICE LTD,S0453,WMD 3.2 Skills for the future,Postage,Y,,,
Yorkshire Dales National Park Authority,12/12/2020,PCARD-2021/09,27.0,BASECAMP CREATIVE,,WMD 3.2 Skills for the future,Health & Safety Equipment,Y,,,
Yorkshire Dales National Park Authority,13/12/2020,PCARD-2021/09,3.33,SPAR,,WMD 3.2 Skills for the future,Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,24.0,J T ATKINSON & SONS LTD,S0045,Dales Countryside Museum,Consumables,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,144.0,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,6.2,J T ATKINSON & SONS LTD,S0045,Western Dales (Cumbria),Materials,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,10.0,J T ATKINSON & SONS LTD,S0045,Northern Dales (Richmondshire),Materials,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,41.38,TBS BUILDING SUPPLIES,,Southern Dales (Craven  Lancs),Materials,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,18.21,LYRECO,S1470,Dales Countryside Museum,Stationery,Y,,,
Yorkshire Dales National Park Authority,14/12/2020,PCARD-2021/09,60.5,CARRS BILLINGTON AGRICULTURAL (SALES) LTD,S0140,Northern Dales (Richmondshire),Tools & Office Equipment,Y,,,
Yorkshire Dales National Park Authority,15/12/2020,CARPARK CHGS - 15/12/20,59.93,SIX PAYMENT SERVICES LTD,S4524,Car Parks,Bank Charges,,,,
Yorkshire Dales National Park Authority,15/12/2020,PCARD-2021/09,33.57,AMAZON.CO.UK,S1426,Dales Countryside Museum,Consumables,Y,,,
Yorkshire Dales National Park Authority,15/12/2020,PCARD-2021/09,8.15,BUDGENS,,Office Accomodation,Consumables,Y,,,
Yorkshire Dales National Park Authority,15/12/2020,PI144699,1470.87,VENSON AUTOMOTIVE SOLUTIONS LTD - DD,S3089,Contracts - Access Rangers,Vehicle Leasing,,,,
Yorkshire Dales National Park Authority,15/12/2020,PI144700,3395.33,VENSON AUTOMOTIVE SOLUTIONS LTD - DD,S3089,Contracts - Access Rangers,Vehicle Leasing,,,,
Yorkshire Dales National Park Authority,16/12/2020,PI144690,109.64,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,16/12/2020,PI144784,109.64,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,16/12/2020,PI144785,144.76,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,16/12/2020,PI144627,219.4,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,16/12/2020,PI144783,219.4,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
Yorkshire Dales National Park Authority,16/12/2020,PI144689,284.2,TMP (UK) LTD,S5155,Development Management,Advertising,,,,
