CAMIS,DBA,PHONE,CUISINE DESCRIPTION,SCORE,INSPECTION TYPE,BBL,NTA
40512852,DOC WATSONS,2129885300,American,26.0,Cycle Inspection / Initial Inspection,1014520052.0,MN31
41170638,DUNKIN,9175045615,Donuts,2.0,Cycle Inspection / Reopening Inspection,3082350048.0,BK93
50000942,HOT BAGELS,9176580844,Sandwiches/Salads/Mixed Buffet,6.0,Cycle Inspection / Re-inspection,3082040001.0,BK50
50061001,BY CHLOE,9177537796,Vegan,20.0,Cycle Inspection / Initial Inspection,3000000000.0,BK73
41316918,OLMSTED CAFETERIA,7187601139,American,10.0,Cycle Inspection / Re-inspection,4020180500.0,QN99
50091031,PINKBERRY,9172915340,Frozen Desserts,13.0,Pre-permit (Operational) / Initial Inspection,1011620029.0,MN14
41676306,NOCHE DE MARGARITAS RESTAURANT,2122895195,Mexican,25.0,Cycle Inspection / Initial Inspection,1015520051.0,MN32
50058219,HAN JOO BBQ CYCJ,7183596888,Korean,27.0,Cycle Inspection / Initial Inspection,4050540032.0,QN51
40765358,HONG KONG RESTAURANT,7184096100,Chinese,13.0,Cycle Inspection / Initial Inspection,2041320034.0,BX49
41064439,THE JAGUAR RESTAURANT,2124239069,Mexican,51.0,Cycle Inspection / Initial Inspection,1016360123.0,MN33
40374136,TONY'S PIER RESTAURANT,7188851424,Seafood,12.0,Cycle Inspection / Re-inspection,2056240130.0,BX10
41704639,DUNKIN,6469378711,Donuts,12.0,Cycle Inspection / Initial Inspection,1019210031.0,MN03
50072755,Vivi Bubble Cafe,3479160006,Coffee/Tea,13.0,Cycle Inspection / Re-inspection,1014440050.0,MN31
50061194,$1.25 PIZZA,7186384685,Pizza,10.0,Pre-permit (Operational) / Re-inspection,3018600053.0,BK61
50067856,OAXACA TAQUERIA,9175620005,Mexican,12.0,Cycle Inspection / Initial Inspection,1015340026.0,MN32
50084763,FLAMING GRILL & SUPREME BUFFET,7184476888,Chinese,50.0,Pre-permit (Operational) / Initial Inspection,5010530138.0,SI28
50013258,JOE'S PIZZA AND PASTA RESTAURANT,7188052220,Pizza,24.0,Cycle Inspection / Initial Inspection,4089360004.0,QN53
50090914,GYRO KING,7188331500,Middle Eastern,12.0,Pre-permit (Operational) / Re-inspection,3059280041.0,BK31
50097397,BIRCH COFFEE,9178416564,Cajun,17.0,Pre-permit (Operational) / Initial Inspection,1012847501.0,MN17
50066281,ROCKY'S PIZZA 14TH STREET CORP,2122422345,Pizza,12.0,Pre-permit (Operational) / Initial Inspection,1.0,
50050603,HOME DELI & CATERING,7186284005,Sandwiches,13.0,Cycle Inspection / Initial Inspection,4038110034.0,QN19
40399279,POMODORO RISTORANTE,2127213009,Italian,24.0,Cycle Inspection / Initial Inspection,1011230064.0,MN14
50015717,SIFU CHIO RESTAURANT,9178639969,Chinese,34.0,Cycle Inspection / Initial Inspection,4082270038.0,QN45
50002573,ITAL KITCHEN,3474059727,Vegetarian,11.0,Cycle Inspection / Initial Inspection,3012730011.0,BK63
41492331,SANDRO'S LATIN FOOD RESTAURANT,7186062323,Latin American,13.0,Cycle Inspection / Re-inspection,4008550001.0,QN72
50047418,CHEZ MATY ET SOKHNA,2123685005,African,19.0,Cycle Inspection / Initial Inspection,1.0,
50013027,RED MOON,2123917006,Japanese,19.0,Cycle Inspection / Initial Inspection,1009970047.0,MN17
50002562,EXQUISITO RESTAURANT,7187843505,Spanish,9.0,Cycle Inspection / Re-inspection,4003480019.0,QN68
41511725,HOME MADE COOKING CAFE,7185130075,Russian,87.0,Cycle Inspection / Initial Inspection,3086890031.0,BK19
41094546,PEOPLES CHOICE KITCHEN,2122813830,Caribbean,28.0,Cycle Inspection / Initial Inspection,1020450011.0,MN03
41306447,EL NUEVO POLLO'S SABROSO,7189048989,Latin American,7.0,Cycle Inspection / Re-inspection,2037860001.0,BX08
50085848,NEW GRAND WOK,7186451993,Chinese,10.0,Cycle Inspection / Initial Inspection,3085210041.0,BK45
50043757,LIN'S ASIAN CUISINE,7188226888,Asian/Asian Fusion,16.0,Cycle Inspection / Re-inspection,2040630020.0,BX37
50052772,NEW CHINA HOUSE,7185841326,Chinese,10.0,Cycle Inspection / Re-inspection,2031970035.0,BX40
41622411,PATRICIA'S,7189181800,Italian,7.0,Cycle Inspection / Initial Inspection,2054390003.0,BX52
50081145,FRANK MAC'S PUB,6468503888,American,2.0,Pre-permit (Operational) / Initial Inspection,1012110003.0,MN12
41135075,FUEL,7187433333,American,5.0,Cycle Inspection / Initial Inspection,3087720098.0,BK17
50037128,VEGGIES,3476273247,"Juice, Smoothies, Fruit Salads",8.0,Cycle Inspection / Re-inspection,3012520009.0,BK61
41074315,ROCKWOOD MUSIC HALL: Stage 1,2124774155,American,12.0,Cycle Inspection / Initial Inspection,1.0,
50068543,DYNASTY TASTE LAM,7182991335,Chinese,6.0,Cycle Inspection / Initial Inspection,2030600028.0,BX17
50068096,MADE,2122134429,American,7.0,Cycle Inspection / Re-inspection,1008300073.0,MN17
50060559,NEW GREAT WALL 1419,7183765310,Chinese,12.0,Cycle Inspection / Initial Inspection,3073750036.0,BK17
50084024,CROWN FRIED CHICKEN,9174985817,Chicken,59.0,Cycle Inspection / Initial Inspection,3018090041.0,BK75
50051737,SPRING PLACE,2122575620,Mediterranean,30.0,Cycle Inspection / Initial Inspection,1002127504.0,MN24
50059659,KING OF FALAFEL & SHAWARMA,7183408068,Mediterranean,29.0,Cycle Inspection / Initial Inspection,4005890002.0,QN70
41246951,P.J. CLARKE'S,2129579700,American,30.0,Cycle Inspection / Initial Inspection,1011150057.0,MN14
50093530,LOBBY BAR,9178104855,Other,22.0,Pre-permit (Operational) / Initial Inspection,3000260050.0,BK38
41579144,SALT AND PEPPER RESTAURANT & CAFE,2122681919,Soups,30.0,Cycle Inspection / Initial Inspection,1008090016.0,MN17
41473313,HAPPY GARDEN RESTAURANT,7184091471,Chinese,12.0,Cycle Inspection / Initial Inspection,2040330004.0,BX37
50080785,MATSU JAPANESE CUISINE,2197997922,Japanese,10.0,Cycle Inspection / Initial Inspection,1011970002.0,MN12
50016679,NORTHERN SUSHI,7188864123,Japanese,11.0,Cycle Inspection / Initial Inspection,4052660019.0,QN51
40366543,JARDIN DE CHINA REST,7184763755,Chinese,14.0,Cycle Inspection / Initial Inspection,4017590046.0,QN26
50001719,RINTINTIN,6466660114,Mediterranean,13.0,Cycle Inspection / Initial Inspection,1004790021.0,MN24
41488532,THE COMMODORE,7182187632,American,50.0,Cycle Inspection / Re-inspection,3023690010.0,BK73
50002654,HOMEMADE TAQUERIA,7187790771,Mexican,,Trans Fat / Re-inspection,4025050084.0,QN30
50092608,IZAKAYA MEW,7188862255,Japanese,-1.0,Pre-permit (Operational) / Initial Inspection,4050040033.0,QN51
50008320,BROADWAY BAKERY,7187794642,Latin American,12.0,Cycle Inspection / Initial Inspection,4015510001.0,QN29
50054483,BURGER KING,7185146941,Hamburgers,6.0,Cycle Inspection / Initial Inspection,2049960001.0,BX62
50079233,CURRY EXPRESS,7188096909,Indian,55.0,Cycle Inspection / Initial Inspection,1008840060.0,MN20
50064513,Pressed Juicery,3104777171,"Juice, Smoothies, Fruit Salads",4.0,Cycle Inspection / Initial Inspection,3023280008.0,BK73
50015204,HOOTERS,2126959580,American,,Calorie Posting / Initial Inspection,1008090008.0,MN17
50064099,E NOODLE,9177102882,Chinese,2.0,Pre-permit (Operational) / Reopening Inspection,1002810064.0,MN27
50092552,Khanom Thai,5165811595,Thai,12.0,Pre-permit (Operational) / Initial Inspection,4015360201.0,QN50
50035264,CHIPOTLE MEXICAN GRILL,7182244220,Tex-Mex,26.0,Cycle Inspection / Initial Inspection,4082560002.0,QN45
50072151,FREEHAND NEW YORK - GEORGE WASHINGTON BAR,2124751920,American,36.0,Pre-permit (Non-operational) / Initial Inspection,1008790023.0,MN21
41068567,CELON BAR & LOUNGE,2126422211,American,53.0,Cycle Inspection / Initial Inspection,1008410071.0,MN17
50036616,GOSSIP COFFEE,7184408792,American,9.0,Cycle Inspection / Initial Inspection,4006590044.0,QN70
41366593,CARACAS AREPA BAR,7182186787,Spanish,12.0,Cycle Inspection / Re-inspection,3023830032.0,BK73
40393093,RINCON SALVADORENO RESTAURANT,7185263220,Latin American,11.0,Cycle Inspection / Initial Inspection,4099970001.0,QN61
41623268,MAGURO SUSHI,2125108883,Japanese,12.0,Cycle Inspection / Initial Inspection,1008830052.0,MN21
40984237,VIDA,7187201501,Mediterranean,12.0,Cycle Inspection / Re-inspection,5005210092.0,SI37
50051294,KENNEDY FRIED CHICKEN,7186586721,Chicken,23.0,Cycle Inspection / Initial Inspection,4093420023.0,QN54
41390135,POLLO INKA PERU,7182752828,Peruvian,22.0,Cycle Inspection / Re-inspection,4033397501.0,QN17
50001948,BLOOM'S TAVERN,2123089400,American,19.0,Cycle Inspection / Initial Inspection,1013310043.0,MN19
50103087,CHIRPING CHICKEN,7184408700,Chicken,13.0,Pre-permit (Operational) / Initial Inspection,1020310020.0,MN03
41710320,M & J HONG KONG STYLE,7189398286,Chinese,-1.0,Cycle Inspection / Initial Inspection,4064410025.0,QN62
50059618,LESSINGS @ QUEENS CENTER FOR PROGRESS,3472263216,American,2.0,Cycle Inspection / Initial Inspection,4070240001.0,QN38
50018139,CAFE WHA,2122543706,American,10.0,Cycle Inspection / Initial Inspection,1005430023.0,MN23
50089403,BLACK STAR BAKERY & CAFE,3479470005,Coffee/Tea,12.0,Pre-permit (Operational) / Initial Inspection,1015640024.0,MN32
41454767,OLD FULTON RESTAURANT,7187970007,Italian,7.0,Cycle Inspection / Re-inspection,3000350011.0,BK38
50057005,SHU HAN JU RESTAURANT II,2123588898,Chinese,24.0,Cycle Inspection / Re-inspection,1005560023.0,MN22
40573338,CRAB SHANTY,7188851810,Seafood,0.0,Inter-Agency Task Force / Initial Inspection,2056330137.0,BX10
50071345,KICK AXE THROWING,8335425293,American,,Administrative Miscellaneous / Re-inspection,3004270021.0,BK37
41222296,CHARLESTON,7185999599,American,14.0,Cycle Inspection / Re-inspection,3023190022.0,BK73
50056507,LA BURDICK CHOCOLATE,2127960143,Nuts/Confectionary,5.0,Cycle Inspection / Initial Inspection,1005020020.0,MN24
40609248,HEALTH KING,2127646699,"Juice, Smoothies, Fruit Salads",9.0,Cycle Inspection / Initial Inspection,1007880046.0,MN17
50050642,CUZCO PERUVIAN RESTAURANT,7182739430,Peruvian,10.0,Cycle Inspection / Initial Inspection,5003540067.0,SI07
50018213,ALBATROSS BAR,7182049707,American,11.0,Cycle Inspection / Re-inspection,4008190075.0,QN72
41685091,SPIRO'S CAFE & PIZZA,7188405780,Spanish,11.0,Cycle Inspection / Initial Inspection,3006920041.0,BK32
50009132,DUNKIN,2122390173,Donuts,5.0,Cycle Inspection / Initial Inspection,1008340049.0,MN17
50080956,YI JIA KITCHEN,3478275422,Chinese,25.0,Pre-permit (Operational) / Initial Inspection,4050160039.0,QN51
50074251,BON VIVANT,6464814044,Coffee/Tea,7.0,Cycle Inspection / Initial Inspection,1013320016.0,MN19
40625667,TAQUERIA RESTAURANTE MI BARRIO,7189729669,Mexican,30.0,Cycle Inspection / Initial Inspection,3053510062.0,BK88
41718530,HUNTS POINT JUICE BAR & DELI,3479189442,Spanish,9.0,Cycle Inspection / Re-inspection,2027650290.0,BX27
41511725,HOME MADE COOKING CAFE,7185130075,Russian,5.0,Cycle Inspection / Re-inspection,3086890031.0,BK19
50098929,THE BUFFS,7183612362,Thai,50.0,Pre-permit (Non-operational) / Initial Inspection,4004710690.0,QN68
41441357,FEI HUANG BAKERY,7182322268,Bakery Products/Desserts,12.0,Cycle Inspection / Re-inspection,3055420002.0,BK28
50096541,TROPICAL ISLAND,6467645933,Caribbean,9.0,Pre-permit (Operational) / Re-inspection,3046800051.0,BK96
50045959,ROYALCOACH DINER,7186531716,American,35.0,Cycle Inspection / Initial Inspection,2046150023.0,BX31
50046480,"DUNKIN',' BASKIN ROBBINS",2122294799,Donuts,12.0,Cycle Inspection / Initial Inspection,1008020004.0,MN17
50010546,DIRTY FRENCH,2122543000,French,25.0,Cycle Inspection / Initial Inspection,1004120048.0,MN27
50062800,BARDOLINO PIZZA,6469187455,Pizza,41.0,Cycle Inspection / Initial Inspection,1016250022.0,MN33
50034883,VINCENT AND ANDREA PIZZERIA,7188467070,Pizza,22.0,Cycle Inspection / Initial Inspection,4092260078.0,QN54
50066943,RESTAURANT PARADIS DES GOUTS,7184434584,African,4.0,Cycle Inspection / Re-inspection,3016040031.0,BK35
50003842,T- 45,6466403775,American,49.0,Cycle Inspection / Initial Inspection,1009980015.0,MN17
40391121,LAZZARAS PIZZA CAFE,2129447792,Pizza,9.0,Cycle Inspection / Re-inspection,1007880036.0,MN17
50065187,TACOS EL NOPAL,3475787461,Tex-Mex,21.0,Cycle Inspection / Initial Inspection,3060190002.0,BK31
41467140,"MOTHER OF PEARL, HONEY BEES",2126146818,Vegetarian,22.0,Cycle Inspection / Initial Inspection,1004340036.0,MN22
41674131,GALLI RESTAURANT,2129669288,Italian,20.0,Cycle Inspection / Re-inspection,1004740018.0,MN24
40933602,PIZZA PETE'S,2127873153,Pizza,31.0,Cycle Inspection / Initial Inspection,1012160033.0,MN12
50087336,FRESCA PIZZA,7185851494,Pizza,10.0,Pre-permit (Non-operational) / Initial Inspection,2022750022.0,BX39
50100800,CLAUDY'S KITCHEN,7188847378,,,,2058011036.0,BX29
50059389,MI BELLA CHOLULITA MEXICAN RESTAURANT,7186846833,Mexican,24.0,Cycle Inspection / Initial Inspection,3032450030.0,BK78
50086354,SALUMERIA ANTICHI SAPORI,7182048160,Italian,12.0,Pre-permit (Operational) / Initial Inspection,4008390011.0,QN71
41651736,CARIDAD RESTAURANT,2129279729,Latin American,12.0,Cycle Inspection / Initial Inspection,1021530068.0,MN35
41536647,HAVANA CAFE,7185181800,Latin American,9.0,Cycle Inspection / Re-inspection,2053560001.0,BX52
50046895,AVERE RISTORANTE,9172815197,Italian,20.0,Cycle Inspection / Re-inspection,3001450032.0,BK38
50079786,JERUSALEM 2,7184174992,Pizza,27.0,Pre-permit (Operational) / Re-inspection,3054907501.0,BK88
41416621,FIVE GUYS FAMOUS BURGERS AND FRIES,7186312100,Hamburgers,10.0,Cycle Inspection / Initial Inspection,4082560002.0,QN45
50041181,ISLAND TASTE,3472346215,Caribbean,24.0,Cycle Inspection / Re-inspection,4132070030.0,QN05
40482593,SHUBERT THEATER,2129443700,American,10.0,Cycle Inspection / Initial Inspection,1010160015.0,MN17
50043143,IHOP,7183535576,Pancakes/Waffles,9.0,Cycle Inspection / Initial Inspection,4052710001.0,QN51
50002049,HK BAKERY,7188868393,Bakery Products/Desserts,19.0,Cycle Inspection / Re-inspection,4049670033.0,QN22
41062874,DALLAS BBQ,7186435700,Barbecue,38.0,Cycle Inspection / Initial Inspection,3001647501.0,BK38
50001671,HILL AND BAY,2122455554,American,28.0,Cycle Inspection / Initial Inspection,1009120038.0,MN20
50005552,MJ PIZZA,2129962866,Pizza,22.0,Cycle Inspection / Re-inspection,1016940005.0,MN33
41539237,ENERGY FUEL,7184563835,American,13.0,Cycle Inspection / Initial Inspection,,
50013450,CAFE SAHARA,6468820169,Spanish,,Smoke-Free Air Act / Initial Inspection,1022320009.0,MN01
50058592,HOTEL RL,7187154850,American,10.0,Cycle Inspection / Initial Inspection,3016000007.0,BK35
50058767,PARIS BAGUETTE,7188978688,Bakery Products/Desserts,13.0,Cycle Inspection / Initial Inspection,4020880018.0,QN18
50065324,GIOVANNI'S ITALIAN PIZZERIA,2126637000,Pizza,65.0,Cycle Inspection / Initial Inspection,1018450003.0,MN09
41389275,OAXACA DELI AND TAQUERIA,7185569416,Latin American,37.0,Cycle Inspection / Initial Inspection,5002120033.0,SI22
50065145,FAMILY COFFEE SHOP,3479479358,Sandwiches,13.0,Cycle Inspection / Initial Inspection,2057000078.0,BX29
50091908,KRUA THAI KITCHEN,6467915999,Thai,29.0,Pre-permit (Operational) / Initial Inspection,1015710050.0,MN32
40961653,FLOR DE MAYO RESTAURANT,2126635520,Chinese/Cuban,27.0,Cycle Inspection / Re-inspection,1018720054.0,MN12
40659101,LUCKY HOUSE CHINESE KITCHEN,7184432298,Chinese,11.0,Cycle Inspection / Initial Inspection,3.0,
50070555,NEW JIMMY DELI CORP,7185181690,Sandwiches/Salads/Mixed Buffet,7.0,Cycle Inspection / Initial Inspection,2039447501.0,BX46
41247576,AU BON PAIN,7186392516,Soups/Salads/Sandwiches,5.0,Cycle Inspection / Initial Inspection,4009260001.0,QN98
50080343,GINO'S PASTRY SHOP & CAFE,7185843558,Bakery Products/Desserts,94.0,Pre-permit (Operational) / Initial Inspection,2030650040.0,BX06
50012284,LIBERTY COFFEE SHOP,7188430011,American,32.0,Cycle Inspection / Initial Inspection,4091530003.0,QN56
50000901,NOT RAY'S PIZZERIA,7183302400,Pizza,7.0,Cycle Inspection / Re-inspection,3021150001.0,BK68
50001330,El BORN,3478449295,Spanish,13.0,Cycle Inspection / Re-inspection,3026450025.0,BK76
50037410,WINGSTOP,2129879464,Chicken,40.0,Cycle Inspection / Compliance Inspection,1017230009.0,MN11
50057976,VIVA FELIZ 365 (Herbalife),3478136851,"Juice, Smoothies, Fruit Salads",11.0,Pre-permit (Operational) / Re-inspection,4014660035.0,QN28
41509061,THE JUNCTION,2126827700,American,13.0,Cycle Inspection / Re-inspection,1008940064.0,MN20
